"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"2634","county","Curry County","driving","","New Mexico","United States",100,95.51,91.25,87.38,128.52,102.47,82.62,94.49,90.83,94.64,101.82,108.83,111.54,79.28,91.4,89.58,91.87,94.66,123.29,110.02,81.82,97.21,78.46,80.63,103.69,118.27,112.54,85.46,93.87,77.21,93.54,118.4,142.51,108.9,84.29,116.75,109.6,97.71,106.03,132.01,118.08,88.71,99.23,102.27,105.26,113.01,131.51,123.26,95.91,106.73,104.01,100.52,106.68,144.58,160.68,108.75,114.54,111.14,115.68,112.67,141.36,144.38,95.24,125.5,105.73,100.65,91.92,103.54,83.69,65.05,77.29,69.23,66.17,69.93,70.66,62.23,53.25,65,71.3,74.64,74.97,82.5,70.98,55.4,76.74,69.51,71.78,69.81,82.8,70.83,46.62,61.88,67.74,88.98,93.97,90.92,81.63,69.51,97.61,88.63,85.94,93.62,101.8,88.68,70.81,98.28,91.22,90.4,88.91,115.21,104.99,85.54,100.62,108.75,106.73,113.29,117.48,105.71,80.98,NA,NA,103.32,110.1,117.03,119.42,95.76,119.87,121.07,122.86,126.85,154.77,145.9,110.6,104.66,126.78,130.37,133.88,170.93,133.91,110.6,128.45,140.86,135.78,144.25,168.11,153.63,113.86,132.26,130.91,140.74,148.69,169.26,163.63,123.06,145.62,140.84,143.23,152.31,169.58,175.37,122.11,156.12,144.25,163.23,150.11,175.24,175.57,134.85,167.79,158.79,161.83,183.64,182.2,146.35,134.13,154.9,145.25,153.35,157.39,171.25,162.48,134.21,143.26,146,146.2,146.07,174.87,150.74,131.41,142.93,139.44,145.25,154.08,174.92,176.19,130.42,151.43,147.02,149.94,162.95,180.03,178.53,135.75,156.89,151.38,154.7,156.25,184.37,169.78,143.61,152.98,153.1,146.9,148.87,185.59,172.5,141.98,150.69,147.89,146.9,150.19,176.61,163.53,126,138.27,134.01,142.71,142.23,165.69,160.48,122.29,142.93,139.07,142.86,175.29,189.08,158.04,131.71,129.74,146.92,135.48,138.92,163.08,165.25,123.24,147.37,150.46,144.88,146.2,169.31,166.67
"2742","county","Doña Ana County","driving","","New Mexico","United States",100,106.49,101.96,109.2,130.47,124.39,91.97,111.36,106.67,110.95,113.98,129.29,129.95,92.63,103.18,115.74,110.37,117.55,137.4,133.06,89.96,104.88,106.91,105.47,113.53,133.71,136.6,105.36,108.61,103.5,113.56,126.05,153.04,143.2,114.38,121.29,114.17,123.68,121.48,149.65,155.36,107.94,117.13,113.19,117.53,122.83,141.78,155.13,104.24,114.66,111.72,118.45,125.29,149.87,163.94,104.66,119.22,124.1,122.96,116.47,139.75,144.09,103.1,111.32,102.45,97.5,97.42,104.68,86.45,66.06,76.02,69.3,66.39,65.23,68.27,62.12,50.27,63.25,66.1,67.53,64.78,74.4,64.04,51.44,64.07,65.21,65.99,70.71,72.86,63.7,40.83,62.27,68.57,72.63,71.72,82.83,76.64,59.14,77.78,76.13,76.51,79.73,91.09,84.59,65.21,78.9,82.02,85.19,89.96,101.92,93.35,74.21,87.84,94.85,91.62,90.61,109.34,107.58,77.74,NA,NA,106.85,112.49,127.72,123.64,93.57,109.37,113.44,114.69,123.95,145.95,135.48,106.3,105.54,116.54,117.54,124.83,142.78,136.57,101.58,121.61,124.93,124.89,121.73,143.35,146.43,109.05,124.21,128.32,129.32,135.39,157.09,158.76,120.69,132.85,132.2,132.45,139.86,162.43,158.15,111.2,130.79,138.28,136,144.5,161.6,160.1,126.12,138.96,143.3,142.29,155.56,163.76,137.3,119.85,137.29,138.49,140.07,147.18,158.34,147.92,112.97,131.65,133.67,138.29,137.01,157.9,150.67,115.23,128.9,133.48,136.47,139.4,154.04,154.66,122.22,137.89,142.48,156.82,148.05,169.45,172.17,131.25,142.23,145.22,141.88,144.46,174.14,171.44,131.97,147.08,147.01,147.99,151.73,186.8,191.99,146.99,149.87,151.87,148.85,156.74,182.75,177.53,135.56,140.63,142.85,144.96,143.23,174.27,173.29,124.29,138.65,145.06,147.1,154.37,192.14,188.56,149.88,140.12,139.24,138.43,140.79,166.98,173.66,124.5,137.5,136.12,141.56,145.29,173.6,171.75
"2772","county","Eddy County","driving","","New Mexico","United States",100,106.56,106.59,104.03,106.14,95.19,71.24,99.62,108.39,107.95,111.11,101.52,88.23,70.48,106.94,110.95,105.25,107.82,105.2,84.77,67.35,102.41,102.52,71.14,97.97,110.13,89.92,70.25,102.52,90.22,107.67,124.69,113.67,93.09,81.44,105.87,117.32,109.11,103.41,116.5,94.9,77.14,104.4,111.73,115.43,114.56,110.04,91.1,79.34,113.94,111.69,108.55,118.93,119.99,102.12,88.01,121.39,121.25,122.07,117.2,112.84,100.35,75.22,110.96,109.22,95.5,90.48,89.31,63.2,50.6,70.71,70.79,68.22,72.19,66.79,48.85,42.67,65.57,70.83,67.43,67.88,62.32,49.28,43.88,60.69,63.29,65.52,65.49,61.12,47.8,32.19,60.08,66.26,65.53,66.13,67.57,51.19,43.82,61.95,70.4,73.15,74.86,70.35,51.43,49.15,67.55,71.81,69.17,68.4,73.98,67.3,54.86,69.04,75.58,73.41,76.48,73.82,65.97,42.32,NA,NA,83.13,84.98,78.59,70.27,58.28,84.17,86.74,91.14,92.28,95.38,79.79,70.59,59.64,89.63,86.88,88.21,88.59,77,61.11,86.83,86.58,86.68,94.01,96.99,76.24,67.24,88.79,95.16,96.4,93.06,91.48,78.12,66.41,88.35,98.7,102.45,95.27,104.76,82.78,69.05,92.84,104.67,99.74,102.65,102.17,91.71,71.7,91.62,100.02,102.21,113.2,91.68,70.6,70.48,91.61,98.79,100.55,99.25,97.26,87.2,67.6,91.24,98.51,101.04,99.98,100.19,89.22,77.43,99.86,105.76,103.6,99.29,103.62,92.17,74.85,103.17,94.48,98.39,100.59,114.33,97.04,76.39,103.21,106.54,111.84,103.96,103.01,89.86,73.65,96.78,105.43,101.27,110.35,108.51,92.02,74.12,95.98,100.54,100.14,98.9,101.62,87.14,67.55,92.57,95.04,101.25,93.81,102.08,88.34,64.93,89.75,92.97,101.7,101.8,119.51,94.36,78.69,80.2,94.65,95.66,97.32,103.58,85.97,69.78,94.42,98.67,102.11,98.23,111.18,90.63
"2960","county","Grant County","driving","","New Mexico","United States",100,119.62,105.38,118.81,132.45,119.32,103.83,115.04,104.87,105.46,116.45,120.87,118.51,96.9,100.29,108.92,103.69,113.79,127.73,122.42,93.22,106.12,103.76,116.74,114.38,123.38,114.38,105.6,106.71,107.74,113.35,122.2,137.09,149.63,124.78,144.62,126.84,118.14,120.35,140.71,137.46,129.5,119.91,124.63,122.79,124.34,155.46,141.3,125.96,124.48,128.32,133.78,132.67,172.12,151.47,132.74,131.27,153.61,138.5,136.21,173.3,164.75,132.82,129.42,120.28,117.48,108.26,127.21,109.44,103.61,80.16,84.29,76.47,73.89,72.42,72.2,54.79,63.05,66.37,64.31,73.45,71.9,68.29,54.35,59.96,63.94,57.82,66.22,71.9,61.65,52.14,72.64,65.93,78.39,87.32,89.31,70.5,65.93,73.67,79.72,88.94,82.67,94.1,87.32,72.79,69.99,80.31,79.06,91.96,107.45,111.43,88.13,87.24,97.2,83.63,100.44,124.71,98.01,81.71,NA,NA,91.45,113.79,125.29,131.05,116.74,114.23,107.01,125.88,124.56,162.09,189.53,157.3,169.69,132.74,129.57,145.21,148.23,162.98,131.12,128.02,134.14,126.03,146.02,157.6,182.45,144.76,150.37,146.24,150.74,161.14,167.48,201.99,165.04,143.29,151.18,136.06,144.47,178.54,185.47,151.25,151.25,152.14,143.29,155.24,177.43,193.58,159.81,147.64,146.46,164.75,194.54,200.59,165.49,186.36,151.99,160.4,147.35,230.24,172.79,167.92,135.25,162.68,149.19,142.48,141.37,145.94,163.42,141.3,140.04,136.43,153.76,147.05,154.79,175.59,138.79,142.4,143.51,136.06,160.47,165.04,178.1,161.58,136.73,144.54,143.51,146.17,156.42,199.34,157.3,143.36,150.88,150.44,167.04,193.07,213.27,176.47,148.67,132.96,131.86,147.12,162.91,187.32,166.81,126.47,134.66,143.81,136.43,157.67,178.76,139.45,132.67,149.26,122.49,157.6,236.95,241.3,220.58,193.58,124.26,129.79,150.74,161.21,162.46,140.34,145.58,127.58,143.22,181.93,184.96,170.8
"2998","county","Guadalupe County","driving","","New Mexico","United States",100,102.81,114.38,115.07,171.65,144.56,132.95,126.76,89.94,98,107.62,111.12,120.2,118.74,100,93.97,104.32,114.09,129.61,140.37,111.49,98.37,102.4,108.47,108.84,130.47,129.65,132.46,93.73,105.87,118.45,152.1,154.79,145.3,152.14,140.08,113.65,110.84,131.93,155.19,146.31,147.05,109.04,113.69,117.27,134.18,156.46,161.14,160.16,120.86,120.49,119.67,143.05,192.42,276.37,220.98,150.92,158.53,169.82,193.52,309.08,342.89,261.1,209.94,222.28,219.35,208.64,218.04,216.78,158.86,118.13,113.65,104.4,94.58,96.09,106.48,103.05,75.72,93.4,86.23,77.43,83.91,104.97,84.32,62.97,71.36,69.29,72.55,72.46,81.51,66.48,69.37,71.41,73.56,80.65,84.2,95.72,85.54,65.3,72.75,80.37,85.91,94.22,117.72,102.44,90.75,88.96,94.26,113.52,136.21,144.64,113.65,92.34,97.56,112.18,114.75,129.12,136.13,108.27,NA,NA,114.09,135.07,148.47,161.1,165.21,125.25,119.23,154.58,174.87,210.22,222.97,204.93,168.72,138.82,149.25,163.99,196.09,211.69,200.45,144.15,140.77,163.75,174.46,189.57,230.96,200.33,155.76,153.56,171.36,191.69,218.25,240.16,237.19,174.01,179.88,177.88,201.38,254.22,265.58,231.53,188.43,193.16,202.73,212.55,279.1,297.03,275.03,220.73,220.77,259.92,293.77,281.83,201.71,235.11,223.42,203.42,201.79,221.06,242.28,332.46,243.3,174.09,187.01,192.26,193.93,244.97,261.55,242.36,191.98,172.46,193.16,199.27,253.77,282.36,253.08,196.62,185.66,194.42,223.38,254.75,316.86,271.41,206.23,176.9,205.54,223.46,255.36,271.12,283.83,196.46,190.84,202.61,218.37,255.76,271.49,241.02,192.22,194.58,191.49,196.05,208.59,237.23,201.79,151.45,156.62,150.67,171.28,198.66,215.15,195.15,151.2,151.77,177.84,201.34,256.95,240.2,219.84,234.18,137.72,162.69,173.48,183.71,227.54,199.31,143.54,217.23,158.33,181.51,201.22,213.36
"3107","county","Hidalgo County","driving","","New Mexico","United States",100,107.2,98.93,128,161.87,129.6,139.73,142.31,99.64,111.91,113.07,116.98,117.42,128,84.09,100.44,113.33,118.04,143.47,138.76,112.89,103.64,107.91,119.2,113.42,122.4,107.29,130.13,112,117.16,126.13,123.11,145.51,135.2,144.53,132.62,111.82,111.2,126.04,140.09,139.11,151.91,117.69,104.27,121.16,125.42,144.89,153.51,152.89,104.89,104.18,116.98,137.42,177.42,191.2,176.71,141.51,168.44,152.27,159.73,209.87,208.89,184.36,154.84,150.76,164.18,158.84,160,136.18,191.38,81.42,87.82,78.84,82.13,77.96,88.36,77.16,62.84,62.04,64.27,60.71,73.6,73.78,56.8,56.36,55.02,59.38,61.33,64.27,66.84,58.04,59.29,56,64.27,54.31,88.09,83.11,68.8,73.51,62.58,62.76,61.69,88.36,91.02,80.53,64.62,69.6,93.87,91.47,124.36,126.67,97.69,84.27,102.4,91.73,90.04,123.11,111.73,94.84,NA,NA,108.18,108.44,128.18,141.33,131.11,111.29,111.11,112.98,148.98,175.91,182.31,139.82,164.27,117.24,121.24,141.96,160.27,156.44,151.29,120.71,136.71,138.58,139.91,148.53,152.98,140.62,133.69,122.58,131.56,146.58,162.49,183.91,179.91,144.18,142.4,156.36,153.24,195.64,178.04,152.44,164.62,165.69,141.6,154.04,189.69,220.8,186.13,171.47,157.6,193.42,233.16,241.51,151.02,175.64,148.44,152.44,126.49,213.78,164.62,166.4,155.73,132.36,135.2,139.11,154.84,156.8,162.58,141.69,132.44,123.29,133.42,143.38,166.49,168.09,144.98,139.91,129.42,141.16,156.71,160.8,198.49,173.96,129.69,134.31,133.07,160.62,157.69,194.13,201.24,143.64,126.67,144.8,146.22,181.16,189.42,171.11,148.09,146.76,133.42,136.71,144.53,145.51,155.11,93.6,109.24,112.44,130.84,146.58,139.91,142.93,118.84,113.24,128.09,150.04,238.22,184.62,157.87,210.84,135.64,120.18,132,136.09,152.62,155.2,133.87,113.6,120.71,146.4,152.27,145.42
"3394","county","Lea County","driving","","New Mexico","United States",100,109.89,117.18,116.11,117.74,108.32,78.42,104.36,113.51,116.35,110.97,116.53,97.11,73.12,100.8,112.01,111.16,109.73,111.68,103.38,70.75,105.92,106.53,72.91,101.71,115.67,98.08,75.98,107.37,101.54,108.46,120.92,134.15,103.36,81.26,111.68,121.9,115.48,121.62,124.54,105.56,76.78,112.87,111.25,118.16,118.32,120.47,100.78,85.03,109.88,119.25,122.86,120.65,135.77,113.34,86.13,116.7,122,120.73,122.19,119.23,92.58,71.74,105.84,104.38,96.67,96.71,97.41,66.37,58.03,76.36,79.08,82.19,77.07,77.55,62.23,46.6,73.33,76.89,80.96,70.66,76.38,55.78,49.24,69.78,76.63,71.57,70.77,62.81,55.15,40.36,69.76,75.02,74.37,75.16,78.96,59.89,46.88,75.55,78.95,77.2,75.48,79.57,64.92,54.71,74.47,83.7,82.43,81.23,90.04,69.28,55.33,81.84,86.98,83.27,86.95,89.62,78.55,57.3,NA,NA,89.54,90.57,97.87,85.33,66.43,98.59,97.29,102.65,105,110.91,75.16,63.57,68.77,97.6,101.12,108.55,109.87,84.82,68.03,87.54,103.79,107.43,107.49,113.18,91.23,75.16,105.38,101.14,101.57,104.36,117.97,95.25,70.82,100.15,104.55,107.31,104.9,117.81,98.38,70.83,102.92,108.22,106.39,112.93,118.18,100.61,76.96,103.52,109.7,114.11,123.56,92.26,72.2,70.25,102.84,100.75,107.94,104.69,116.03,94.65,75.13,102.6,105.9,108.92,106.07,120.96,91.3,78.29,103.93,110.51,106.49,106.15,115.9,97.5,79.6,102.45,109.1,110.67,109.41,114.52,102.92,86.31,102.56,105.93,111.34,109.89,114.73,101.34,85.06,114.72,112.22,118.2,105.77,121.56,102.34,81.74,101.05,110.24,111.34,104.13,112.35,96.5,76.17,98.98,101.77,114.7,101.54,106.95,94.11,70.03,100.66,113.43,112.5,115.13,119.51,96.07,72.26,78.22,102.66,117.1,111.23,117.77,99,78.18,105.68,108.39,108.66,109.56,120.2,94.81
"3438","county","Lincoln County","driving","","New Mexico","United States",100,87.94,87.07,111.89,235.04,332.98,275.72,155.55,77.23,83.88,100.63,175.47,235.37,169.65,76.1,67.89,75.89,96.02,177.77,256.72,172,104.44,61.36,65.93,104.65,182.8,230.51,170.53,83.63,63.83,80.37,128.05,301.34,370.66,295.02,165.8,100.59,92.01,108.08,200.33,233.65,175.14,103.06,79.61,86.06,107.2,182.21,232.06,167.69,93.05,81.25,80.2,88.41,172.29,285.27,283.38,266.51,240.27,238.09,233.65,263.67,308.96,260.99,223.11,193.72,112.52,140.39,127.58,114.27,78.23,62.03,49.81,46.25,47.8,44.37,46.46,36.04,43.87,44.2,40.77,39.43,46.92,38.38,41.77,37.76,36.67,38.76,38.89,54,48.39,34.95,39.01,46.04,45,45.17,58.69,64.29,52.83,52.49,42.15,48.05,47.09,69.61,71.2,56.59,57.97,53.08,57.51,71.45,91.46,104.69,85.94,67.14,67.69,64.09,80.95,101.05,121.93,86.02,NA,NA,79.87,82.63,122.06,171.33,135.2,90.79,101.09,96.65,115.99,203.14,293.18,306.24,196.23,122.06,115.19,121.93,180.62,258.18,208.58,122.56,129.38,129.05,153.08,235.66,340.23,265.01,164.5,150.06,150.06,177.23,288.45,402.72,313.44,202.22,187.74,187.15,195.56,302.51,415.07,298.66,205.61,192.38,211.26,229.43,354.25,440.44,350.98,228.17,198.83,217.5,271.45,387.53,392.13,340.77,231.73,198.16,198.45,215.03,306.36,375.68,311.01,200.75,177.48,174.09,212.39,270.24,344.04,280.87,191.46,194.94,190.67,212.52,306.82,334.45,315.03,207.07,199.29,208.46,232.52,299.12,404.14,311.43,203.52,197.57,194.27,212.39,329.34,402.34,316.74,213.39,191.63,179.11,214.52,314.94,412.81,313.39,185.85,181,166.22,189.95,273.17,356.72,266.47,162.58,149.23,151.65,165.47,255.92,355.88,287.82,161.16,149.94,150.52,192.09,384.01,551.15,515.45,359.15,163,140.14,163.46,262.96,335.83,250.4,160.69,137.13,143.57,169.23,274.93,367.14
"3483","county","Luna County","driving","","New Mexico","United States",100,107.38,112.03,118.32,146.11,124.7,121.25,124.58,105.89,108.42,105.21,112.07,120.01,103.09,92.38,106.09,107.06,120.89,132.2,128.75,107.18,112.19,109.94,111.55,107.62,114.76,115.76,117.92,112.91,123.82,112.67,118.97,147.11,133.08,135.4,142.62,118.56,129.95,120.61,132.52,135,129.47,116.64,113.39,108.22,123.82,154.69,145.59,131.07,116.88,111.59,120.13,130.99,164.31,167.76,145.15,136.21,131.15,141.5,152.09,178.39,194.95,157.66,144.83,146.91,145.79,150.24,153.25,134.24,103.37,85.57,80.91,75.02,80.99,80.03,81.92,70.93,59.1,70.37,67,70.69,67.56,70.93,56.9,64.35,67,71.13,58.86,68.36,60.34,48.56,62.43,60.91,67.88,74.46,86.41,81.68,69.69,73.26,67.6,74.1,71.29,92.42,89.78,68.85,66.2,70.29,82.2,84.24,102.89,118.12,90.42,86.97,89.9,98.12,94.63,119.93,112.91,91.3,NA,NA,105.17,120.09,138.89,146.07,120.17,124.14,120.61,115.56,145.91,167.32,161.11,131.6,141.18,121.37,133.48,136.93,153.77,154.21,133.36,139.49,116.68,122.41,130.07,137.21,154.33,134.32,124.42,124.74,128.19,157.86,152.57,173.22,154.01,141.78,135.53,135.36,153.21,170.57,178.91,140.38,150.2,163.11,134.8,162.11,177.11,179.75,164.31,149.76,151.56,163.99,197.07,206.42,126.38,160.18,163.59,149.48,156.05,148,164.39,163.95,138.89,132.64,120.61,135.2,139.78,154.21,162.27,130.95,132.44,135.28,141.22,141.42,169.17,175.54,137.61,138.57,131.84,135.12,152.41,163.91,180.35,170.45,146.19,150.12,135.12,156.09,163.07,181.56,153.41,147.71,128.47,143.38,137.85,168,175.62,148.96,138.97,118.2,130.23,128.51,148.44,146.15,134.32,106.09,110.02,128.67,121.17,145.79,151.16,125.26,123.66,125.42,130.35,153.13,210.79,181.28,159.18,178.15,135.16,154.77,126.82,143.5,144.15,121.97,125.3,125.58,121.69,147.23,151.76,147.59
"3602","county","McKinley County","driving","","New Mexico","United States",100,106.05,111.18,109.43,140.67,126.38,102.12,115.13,98.15,109.72,108.34,116.88,111.03,110.61,92.84,94.77,107.65,118.29,134.8,134.03,102.3,101.01,104.66,113.97,113.03,129.42,134.92,119.42,103.38,92.5,100.96,126.11,155.92,141.36,127.22,133.34,116.12,110.59,120.51,141.04,133.81,125.42,123.37,117.69,122.9,130.53,162.24,163.6,149.83,131.61,128.26,131.98,130.87,160.12,175.47,157.72,148.69,138.06,130.21,153.16,190.2,222.58,193.02,167.37,169.52,177.94,162.12,181.84,173.96,122.48,96.54,93.11,89.68,82.4,97.63,103.31,84.65,71.27,77.05,78.26,78.43,85.78,86.2,73,57.08,64.29,65.08,71.67,77.49,74.51,60.49,62.17,71.45,78.58,81.93,85.32,91.78,78.46,70.14,70.78,84.72,84.75,95.63,98.74,85.46,82.9,78.23,91.39,98.72,115.84,97.29,81.86,76.46,80.8,81.17,87.66,93.48,86.75,84.25,NA,NA,103.43,111.18,129.12,126.95,122.8,107.4,116.58,124.95,140.3,166.09,157.13,136.99,138.08,138.45,137.93,151.43,161.15,158.17,150.57,145.9,139.51,134.87,167.57,171.59,184.6,154.2,148.54,143.53,163.77,161.94,174.36,175.79,169.87,162.29,155.75,159.23,165.99,188.82,170.68,159.58,165.87,159.13,165.23,192.35,219.67,203.48,200.64,183.29,191.86,224.33,248.3,207.43,143.31,178.97,187.54,177.74,166.93,173.99,210.22,195.85,168.78,161.55,167.35,173.69,183.42,189.24,198.82,183.19,164.93,151.65,162.19,166.31,193.63,195.01,171.54,164.39,179.34,173.94,189.22,215.99,213.3,189.39,177.44,174.53,178.41,186.82,204.69,204.84,178.48,180.08,178.87,171,195.43,213.4,215.87,193.02,169.79,155.26,168.29,168.73,188.35,197.09,171.03,154.91,144.55,142.35,154.05,173.22,182.58,159.03,149.93,143.56,163.3,184.03,228.28,213.45,196.35,192.47,149.56,166.98,168.88,172.09,210.78,151.53,144.4,156.49,163.01,174.28,186.25,201.14
"3876","county","Otero County","driving","","New Mexico","United States",100,106,97.98,109.11,148,175.38,149.22,133.13,96.22,100.13,106.89,135.69,145,118.02,99.84,103.22,102.42,108.51,141.8,153.44,103.51,110.53,97.29,94.22,102.78,128.67,147.53,133.36,107.73,94.8,108.38,123.38,169.29,183.78,164.04,143.47,114.27,106.33,117.56,146.07,168.96,128.76,111.69,106.4,108.96,116.24,149.96,166.67,129.47,116.8,111.33,117.18,116.64,144.73,179.36,146.69,152.73,149.76,144.56,143.53,166.53,191.07,162.44,149.24,122.56,107.22,127.96,124.42,114.36,83.13,85.16,68.58,66.33,70,66.11,65.4,52.58,60.36,60.62,63.89,67.89,71.18,68.78,55.78,61.33,61.82,62.11,67.96,68.24,67.27,49.62,62.24,71.24,69.98,68.82,85.62,81.07,66.51,73.22,72.49,75.73,74.42,87.87,93.49,72.27,75.71,82.73,83.36,82.22,100.78,103.69,88.71,83.87,87.11,90.42,97.29,116.02,118.67,97.93,NA,NA,100.64,101.89,123.4,137.07,113.91,117.73,114.09,108.93,133.22,174.33,200.13,169.64,145.89,117.71,129.07,130.6,167.93,175.91,145.47,118.22,118.76,133.91,134.62,169,208.47,169.2,138.78,133.33,138.69,146.69,204.58,239.4,198.58,151.22,158.29,142.58,162.71,219.24,226.13,169.47,165.24,159.84,163.91,161.18,217.38,226.11,195.07,169.44,172.76,170.49,204.4,258.33,251.87,210.33,194.42,174,161.91,172.56,216.11,230.98,198.89,158.62,156.96,168.6,180.02,213.16,220.44,187.82,165.42,158.73,165.11,164.91,200.78,210.56,181.84,172.69,158.58,159.4,171.82,220.07,235.22,198.18,167.73,167.38,163.67,170.51,213.98,243.11,201.33,170.73,166.67,169.93,172.93,224.78,234.87,203.73,165.33,150.47,154.76,151.18,200.56,235.09,187.58,145.69,142.84,151.2,143.02,202.89,199.73,176.47,140.84,143.27,153.24,184.31,244.87,314.29,296.64,240.49,145.4,139.69,150.62,192.09,223.07,173.13,147.56,146.24,151.4,153.87,206.76,236.44
